Date,Open,High,Low,Close,Adj Close,Volume
3/24/2016,149.289993,150.259995,149.050003,149.899994,141.863495,1566000
3/28/2016,150.520004,151.449997,149.169998,149.410004,141.399765,1051300
3/29/2016,149.710007,150.720001,149.070007,149.710007,141.683701,1716200
3/30/2016,150.440002,152.100006,149.75,151.600006,143.472351,1406100
3/31/2016,151.580002,152.229996,150.639999,151.089996,142.9897,1370800
4/1/2016,150.360001,153.119995,150,152.679993,144.494476,1415300
4/4/2016,153.169998,153.220001,150.330002,151.470001,143.349319,1682000
4/5/2016,151,152.279999,149.600006,151.360001,143.245224,2194200
4/6/2016,158.009995,160.350006,156,160.339996,151.743759,4172300
4/7/2016,160.039993,160.389999,156.410004,157.369995,148.932999,2551100
4/8/2016,158.100006,159.899994,158,159.009995,150.485092,1341500
4/11/2016,158.929993,159.729996,157.399994,157.470001,149.027664,1202200
4/12/2016,157.610001,158.350006,156.649994,156.949997,148.535553,1447200
4/13/2016,157.050003,157.820007,154.960007,156.050003,147.683823,2401100
4/14/2016,156.059998,158.210007,155.869995,156.839996,148.431412,1237300
4/15/2016,156.179993,157.270004,155.529999,156.710007,148.308426,1290600
4/18/2016,156.869995,158.649994,156.509995,158.050003,149.576553,1181500
4/19/2016,158.570007,159.279999,157.070007,157.300003,148.866745,1536700
4/20/2016,157.279999,157.669998,155.929993,156.009995,147.64592,846000
4/21/2016,156.190002,156.850006,154.960007,155.160004,146.841507,1188800
4/22/2016,155.029999,155.740005,154,154.850006,146.548126,1293800
4/25/2016,154.949997,157.449997,154.910004,156.839996,148.431412,961000
4/26/2016,157.179993,157.389999,156.110001,156.25,147.873077,703400
4/27/2016,155.990005,156.960007,154.880005,156.639999,148.242157,863400
4/28/2016,155.679993,157.190002,155.059998,155.580002,147.238998,782500
4/29/2016,154.899994,157.240005,154.699997,156.059998,147.693237,858200
5/2/2016,156.070007,158.339996,156.070007,157.770004,149.311554,916000
5/3/2016,156.910004,158.529999,156.190002,158.490005,149.992981,1147700
5/4/2016,157.449997,159.990005,156.679993,158.830002,150.314743,1195600
5/5/2016,158.429993,159.399994,157.770004,159.190002,150.655457,1279200
5/6/2016,158.830002,159.779999,158.039993,159.589996,151.414429,1085800
5/9/2016,159.850006,162.320007,159.830002,161.110001,152.856613,1020100
5/10/2016,161.289993,163.589996,160.830002,163.520004,155.143112,1614400
5/11/2016,163.5,165.809998,162.440002,162.940002,154.592834,1596800
5/12/2016,163.220001,163.419998,161.339996,161.899994,153.60614,1056000
5/13/2016,162,162.259995,160.380005,161.470001,153.198151,1388900
5/16/2016,160.610001,163.229996,160.610001,162.529999,154.203842,707100
5/17/2016,161.869995,161.869995,157.559998,158.149994,150.048233,1523700
5/18/2016,157.479996,157.509995,153.440002,154.479996,146.566193,3098800
5/19/2016,154.259995,156.160004,154.080002,156.089996,148.093765,1248000
5/20/2016,156.919998,156.919998,153.740005,154.100006,146.205734,2329700
5/23/2016,154.410004,155.320007,154.080002,154.289993,146.385941,1042000
5/24/2016,155.229996,158.139999,155.229996,157.699997,149.621262,1229500
5/25/2016,157.619995,158.110001,155.910004,156.899994,148.862244,977500
5/26/2016,157.220001,158.100006,156.550003,157.949997,149.858475,1042800
5/27/2016,158.149994,158.970001,157.660004,157.830002,149.744598,820500
5/31/2016,158.550003,158.550003,152.210007,153.149994,145.304352,3243500
6/1/2016,153.149994,154.429993,152.660004,153.809998,145.930542,1731800
6/2/2016,153.559998,154.720001,152.839996,154.149994,146.253128,1008300
6/3/2016,153.75,154.479996,153.039993,153.399994,145.541534,1000300
6/6/2016,153.449997,155.270004,153.449997,155.100006,147.154449,1093100
6/7/2016,152,153.25,149.259995,151.110001,143.368866,3686700
6/8/2016,151.399994,155.119995,151,154.059998,146.16777,1952600
6/9/2016,154.210007,154.419998,153.009995,154.100006,146.205734,1136700
6/10/2016,153.160004,154.009995,152.75,153.399994,145.541534,970100
6/13/2016,153,153.960007,152.460007,152.880005,145.048187,1238900
6/14/2016,154.550003,157.940002,154.550003,157.119995,149.070999,2706600
6/15/2016,157.619995,158.160004,155.25,156.240005,148.236084,1193500
6/16/2016,154.880005,156.839996,154.5,156.759995,148.729431,970100
6/17/2016,155.5,156.009995,153.830002,154.050003,146.158234,1941300
6/20/2016,155.860001,156.169998,154.330002,154.330002,146.423889,1421500
6/21/2016,155.289993,155.75,154.339996,154.839996,146.907791,1203500
6/22/2016,154.850006,155.759995,153.5,153.649994,145.778763,1417700
6/23/2016,155.009995,156.029999,154.110001,155.990005,147.998901,1200500
6/24/2016,150.889999,155,150.889999,152.529999,144.716125,3791500
6/27/2016,152.399994,153.690002,151.529999,153.100006,145.256943,1491600
6/28/2016,154.479996,157.770004,153.539993,157.649994,149.573822,2338000
6/29/2016,159.050003,160.389999,157.910004,159.389999,151.224701,2480000
6/30/2016,164.399994,166.220001,162.350006,165.399994,156.926834,4467700
7/1/2016,165.740005,167.910004,163.020004,163.610001,155.228531,1919700
7/5/2016,164.050003,167,163.009995,165.899994,157.401199,1574900
7/6/2016,165.679993,166.949997,165.029999,165.339996,156.869888,1767600
7/7/2016,166,166.559998,165.580002,166.009995,157.505554,1438300
7/8/2016,166.759995,167.279999,165.25,165.990005,157.486572,1017100
7/11/2016,165.520004,165.820007,163.899994,164.210007,155.79776,1337700
7/12/2016,165.100006,165.179993,162.600006,163.729996,155.342377,1384700
7/13/2016,163.619995,164.710007,163.270004,163.520004,155.143112,990900
7/14/2016,164,164.990005,162.570007,162.910004,154.564362,1001200
7/15/2016,163.399994,164.130005,163.009995,163.089996,154.735153,931100
7/18/2016,162.740005,163.5,162.25,163.119995,154.763611,680900
7/19/2016,162.789993,164.850006,162.619995,164.009995,155.607986,861900
7/20/2016,164.369995,166.440002,163.410004,166.339996,157.818695,1263200
7/21/2016,165.330002,165.839996,164.470001,165.389999,156.917297,944900
7/22/2016,165.580002,168.130005,165.490005,167.660004,159.071014,835300
7/25/2016,167.660004,167.869995,165.770004,166.320007,157.799698,527100
7/26/2016,166.490005,166.710007,164.869995,165.389999,156.917297,750800
7/27/2016,165.479996,165.699997,161.75,162.970001,154.621292,1264500
7/28/2016,163.149994,164.009995,162.309998,163.589996,155.209518,815100
7/29/2016,163.679993,165.210007,163.559998,164.630005,156.196243,801200
8/1/2016,164.940002,165.600006,163.619995,163.929993,155.532089,947000
8/2/2016,163.990005,164.070007,162.259995,162.630005,154.298706,948500
8/3/2016,162.910004,162.940002,162.009995,162.699997,154.365112,632900
8/4/2016,163.210007,164.080002,162.889999,163.619995,155.238007,680600
8/5/2016,163.649994,164.990005,162.860001,163.080002,154.725632,873900
8/8/2016,162.960007,163,161.509995,162.649994,154.697113,569000
8/9/2016,162.729996,166.679993,162.639999,164.649994,156.59935,826700
8/10/2016,164.839996,166.240005,164.710007,166.110001,157.98793,760600
8/11/2016,166.470001,167.429993,165.070007,165.139999,157.065384,635000
8/12/2016,165.229996,165.960007,164.820007,165.509995,157.417267,740600
8/15/2016,165.429993,165.449997,164.529999,165,156.93222,687200
8/16/2016,164.410004,165.470001,164.399994,164.470001,156.428146,652200
8/17/2016,164.850006,165.470001,163.320007,165.289993,157.208038,599300
8/18/2016,165.289993,165.899994,164.960007,165.270004,157.189026,1057000
8/19/2016,165,165.669998,164.75,165.5,157.407791,598000
8/22/2016,165.710007,166.729996,165.330002,165.779999,157.674072,815000
8/23/2016,166.350006,166.619995,166.029999,166.369995,158.23526,586300
8/24/2016,166.039993,167,166,166.610001,158.463501,694000
8/25/2016,166.649994,167.580002,166,166.690002,158.539612,868900
8/26/2016,166.850006,168.679993,165.320007,165.589996,157.493347,805500
8/29/2016,165.880005,166.929993,165.740005,166.800003,158.644226,674400
